fold,epoch,train_mse,val_mse
4,1,0.8128780199233452,0.8659146999529863
4,2,0.758866239224809,0.8832326114412226
4,3,0.725120097608965,0.9685448805912066
4,4,0.7047191634658716,0.7988556110397089
4,5,0.678912092554029,0.8039379956484851
4,6,0.6619949200706582,0.7599290480553094
4,7,0.6524684522552804,0.7611259583194377
4,8,0.6351644309849915,0.7724219487560575
4,9,0.6273259458370415,0.7475031756008942
4,10,0.6104469508248084,0.7595706697255734
